Order_ID,Order_Date,Shipping_Date,Customer_Segment,Product_Category,Quantity,Sales_USD,Shipping_Cost_USD,Delivery_Time_Days,Estimated_Delivery_Days,Distance_KM,Warehouse_Code,Region,Shipping_Mode,Delivery_Status,Customer_Rating
ORD-2024-1680,2024-01-20,2024-01-21,Home Office,Industrial Machinery,1,1404.92,74.0,5.7,5,1333.9,WH-West,North,Standard Delivery,Delivered,4.0
ORD-2024-1846,2024-06-26,2024-06-28,Consumer,Industrial Machinery,1,1063.83,46.15,3.6,5,631.7,WH-West,South,Standard Delivery,Delivered,4.0
ORD-2024-1552,2024-04-25,2024-04-28,Corporate,Office Supplies,3,89.9,98.84,1.0,1,186.1,WH-West,South,Same-Day Courier,Delivered,3.0
ORD-2024-1644,2024-01-22,2024-01-24,Consumer,Industrial Machinery,1,1143.24,148.94,-1.5,2,1072.5,WH-Central,South,Express Air,Delivered,4.0
ORD-2024-1529,2024-02-05,2024-02-07,Home Office,Apparel,2,144.09,55.42,4.7,5,760.9,WH-South,East,Standard Delivery,Delivered,5.0
ORD-2024-1579,2024-04-29,2024-05-02,Consumer,Electronics,1,221.33,62.92,3.4,5,4709.6224600644455,WH-West,Central,Standard Delivery,Delivered,4.0
ORD-2024-1542,2024-05-09,2024-05-10,Consumer,Office Supplies,1,42.54,61.45,7.3,7,688.1,WH-East,North,Ground Freight,Delivered,5.0
ORD-2024-1660,2024-04-15,2024-04-16,Consumer,Office Supplies,1,40.65,97.13,7.5,5,1736.6,WH-North,South,Standard Delivery,Delayed,2.0
ORD-2024-1321,2024-03-04,2024-03-05,Corporate,Electronics,2,439.67,60.13,6.9,5,1172.4,WH-West,North,Standard Delivery,Delayed,1.0
ORD-2024-1820,2024-04-15,2024-04-18,Home Office,Apparel,2,139.63,171.46,11.7,7,2249.7,WH-East,East,Ground Freight,Delayed,3.0
ORD-2024-1710,2024-02-25,2024-02-26,Home Office,Electronics,1,239.5,,5.2,5,325.9,WH-South,North,Standard Delivery,Delivered,4.0
ORD-2024-1947,2024-06-23,2024-06-24,Small Business,Apparel,1,78.24,41.82,6.1,5,591.0,WH-East,West,Standard Delivery,Delivered,4.0
ORD-2024-1381,2024-01-16,2024-01-18,Corporate,Office Supplies,1,43.61,88.28,3.0,2,543.0,WH-North,Central,Express Air,Delivered,4.0
ORD-2024-1039,2024-01-01,2024-01-03,Consumer,Electronics,10,2609.34,,4.8,1,1841.4,WH-Central,West,Same-Day Courier,Returned,2.0
ORD-2024-1030,2024-04-02,2024-04-04,Corporate,Industrial Machinery,1,1351.12,44.73,4.6,5,568.6,WH-South,West,Standard Delivery,Delivered,4.0
ORD-2024-1242,2024-05-15,2024-05-19,Small Business,Electronics,2,559.04,113.11,1.0,2,553.1,WH-West,North,Express Air,Delivered,4.0
ORD-2024-1857,2024-03-18,2024-03-22,Corporate,Healthcare Supplies,5,659.91,,6.7,5,1626.6,WH-North,South,Standard Delivery,Delivered,3.0
ORD-2024-1136,2024-05-07,2024-05-08,Corporate,Apparel,2,122.89,,1.0,2,750.4,WH-Central,Central,Express Air,Delivered,5.0
ORD-2024-1310,2024-03-10,2024-03-12,Consumer,Office Supplies,2,76.77,49.6,5.6,5,858.4,WH-South,North,Standard Delivery,Delivered,4.0
ORD-2024-2062,2024-02-05,2024-02-06,Home Office,Office Supplies,4,165.14,61.66,6.0,5,957.1,WH-North,North,Standard Delivery,Delayed,3.0
ORD-2024-2227,2024-01-31,2024-02-02,Consumer,Apparel,1,69.94,,1.8,1,1167.3,WH-North,North,Same-Day Courier,Delivered,4.0
ORD-2024-2172,2024-03-23,2024-03-26,Corporate,Apparel,5,299.79,68.27,5.2,5,1238.6,WH-East,West,Standard Delivery,Delivered,3.0
ORD-2024-2124,2024-04-18,2024-04-21,Corporate,Industrial Machinery,2,2566.98,58.18,8.1,7,618.0,WH-South,North,Ground Freight,Delivered,5.0
ORD-2024-2050,2024-03-29,2024-04-02,Home Office,Apparel,2,133.61,196.23,2.8,2,1397.9,WH-North,West,Express Air,Delivered,3.0
ORD-2024-1462,2024-03-19,2024-03-20,Corporate,Apparel,1,71.71,48.52,5.0,5,745.9,WH-East,South,Standard Delivery,Delivered,4.0
ORD-2024-1003,2024-03-19,2024-03-23,Corporate,Electronics,1,254.25,54.55,8.6,5,817.7,WH-West,Central,Standard Delivery,Delayed,2.0
ORD-2024-1111,2024-02-22,2024-02-23,Consumer,Electronics,2,490.83,102.52,7.1,7,1221.9,WH-East,North,Ground Freight,Delivered,3.0
ORD-2024-1673,2024-03-21,2024-03-24,Corporate,Office Supplies,4,125.82,87.94,8.4,5,1516.2,WH-West,North,Standard Delivery,Delayed,2.0
ORD-2024-2099,2024-06-04,2024-06-05,Consumer,Electronics,1,216.82,64.52,9.0,7,651.3,WH-North,West,Ground Freight,Delayed,3.0
ORD-2024-1700,2024-03-25,2024-03-26,Corporate,Electronics,3,720.71,66.58,4.7,5,910.9,WH-South,East,Standard Delivery,Delivered,4.0
ORD-2024-1924,2024-06-25,2024-06-26,Consumer,Electronics,5,1529.13,63.07,6.0,5,965.0,WH-South,West,Standard Delivery,Delivered,3.0
ORD-2024-1836,2024-06-14,2024-06-16,Small Business,Electronics,4,943.22,,8.7,7,973.1,WH-South,Central,Ground Freight,Delivered,4.0
ORD-2024-1376,2024-03-15,2024-03-19,Home Office,Electronics,3,859.74,152.22,1.5,2,825.8,WH-West,East,Express Air,Delivered,5.0
ORD-2024-1543,2024-01-15,2024-01-19,Corporate,Industrial Machinery,1,1131.34,44.95,9.1,7,302.1,WH-Central,South,Ground Freight,Delivered,3.0
ORD-2024-1438,2024-06-12,2024-06-15,Corporate,Industrial Machinery,80,112060.02,244.0,5.1,5,553.6,WH-West,Central,Standard Delivery,Delivered,3.0
ORD-2024-1314,2024-04-10,2024-04-14,Home Office,Apparel,3,215.28,164.38,4.4,2,1271.8,WH-Central,East,Express Air,Delivered,4.0
ORD-2024-2032,2024-02-21,2024-02-23,Consumer,Office Supplies,1,37.22,107.32,10.4,7,1375.5,WH-East,South,Ground Freight,Delayed,3.0
ORD-2024-1319,2024-03-07,2024-03-08,Consumer,Office Supplies,15,515.2,143.36,3.8,2,299.0,WH-West,South,Express Air,Delayed,3.0
ORD-2024-2039,2024-02-02,2024-02-04,Consumer,Electronics,3,723.09,81.46,7.9,7,893.7,WH-South,North,Ground Freight,Delivered,4.0
ORD-2024-1966,2024-03-13,2024-03-14,Corporate,Apparel,1,64.09,173.47,2.2,1,938.3,WH-East,East,Same-Day Courier,Delayed,1.0
ORD-2024-1005,2024-01-27,2024-01-29,Consumer,Office Supplies,1,40.34,35.24,4.2,5,407.0,WH-North,North,Standard Delivery,Delivered,3.0
ORD-2024-1100,2024-04-22,2024-04-23,Consumer,Apparel,3,216.79,,8.2,5,1646.3,WH-South,East,Standard Delivery,Delayed,2.0
ORD-2024-1713,2024-04-14,2024-04-18,Consumer,Office Supplies,10,336.52,222.18,2.5,1,713.1,WH-North,West,Same-Day Courier,Delayed,2.0
ORD-2024-1570,2024-06-02,2024-06-06,Corporate,Electronics,1,283.05,140.97,2.9,1,776.7,WH-East,West,Same-Day Courier,Delayed,2.0
ORD-2024-1548,2024-02-25,2024-02-29,Corporate,Electronics,1,282.0,78.96,5.1,5,1290.5,WH-South,South,Standard Delivery,Delivered,5.0
ORD-2024-1946,2024-02-22,2024-02-24,Consumer,Office Supplies,3,128.86,72.54,8.2,5,1178.1,WH-East,West,Standard Delivery,Delayed,2.0
ORD-2024-1912,2024-02-07,2024-02-10,Corporate,Office Supplies,1,33.92,116.2,5.0,2,652.2,WH-East,North,Express Air,Delivered,4.0
ORD-2024-1711,2024-05-30,2024-06-03,Corporate,Office Supplies,3,-150.0,204.97,1.0,1,1105.0,WH-East,West,Same-Day Courier,Delivered,4.0
ORD-2024-1497,2024-04-16,2024-04-20,Consumer,Electronics,1,228.13,62.02,9.4,7,714.3,WH-North,South,Ground Freight,Delayed,1.0
ORD-2024-2170,2024-04-20,2024-04-24,Corporate,Electronics,2,505.75,54.75,4.2,5,941.6,WH-Central,North,Standard Delivery,Delivered,5.0
ORD-2024-1227,2024-06-15,2024-06-18,Consumer,Apparel,1,80.97,76.84,8.1,7,834.3,WH-East,North,Ground Freight,Delayed,1.0
ORD-2024-1430,2024-02-22,2024-02-24,Consumer,Office Supplies,1,38.33,157.86,3.1,2,1013.4,WH-South,East,,Delayed,2.0
ORD-2024-1589,2024-01-22,2024-01-26,Consumer,Electronics,4,1167.16,195.66,4.3,2,1364.7,WH-North,South,Express Air,Delayed,1.0
ORD-2024-1715,2024-04-28,2024-04-29,Small Business,Industrial Machinery,15,19974.55,89.89,5.9,5,925.0,WH-South,North,Standard Delivery,Delivered,4.0
ORD-2024-1666,2024-01-07,2024-01-11,Consumer,Apparel,25,1852.36,224.79,3.7,2,452.3,WH-South,Central,Express Air,Delayed,1.0
ORD-2024-1066,2024-02-18,2024-02-20,Consumer,Office Supplies,1,42.04,42.08,5.0,5,733.3,WH-South,North,Standard Delivery,Delivered,5.0
ORD-2024-2103,2024-02-21,2024-02-24,Small Business,Apparel,2,129.67,184.68,2.3,1,998.1,WH-South,South,Same-Day Courier,Delayed,2.0
ORD-2024-1067,2024-02-15,2024-02-17,Home Office,Apparel,1,57.85,83.5,7.4,5,1595.7,WH-West,South,Standard Delivery,Delivered,4.0
ORD-2024-1471,2024-05-12,2024-05-15,Small Business,Electronics,3,756.48,58.15,5.4,5,735.4,WH-East,North,Standard Delivery,Delivered,5.0
ORD-2024-1211,2024-05-24,2024-05-25,Corporate,Industrial Machinery,3,4100.78,61.23,6.7,5,1113.1,WH-South,East,Standard Delivery,Delivered,3.0
ORD-2024-1012,2024-06-09,2024-06-13,Home Office,Office Supplies,8,260.75,118.37,2.8,2,231.1,WH-East,South,Express Air,Delivered,5.0
ORD-2024-1922,2024-01-14,2024-01-15,Home Office,Electronics,1,226.97,62.62,5.5,5,958.1,WH-West,West,Standard Delivery,Delivered,5.0
ORD-2024-1723,2024-02-06,2024-02-07,Corporate,Office Supplies,1,32.57,56.64,6.6,5,1108.0,WH-South,North,Standard Delivery,Delayed,1.0
ORD-2024-1299,2024-03-24,2024-03-26,Consumer,Industrial Machinery,2,2692.33,65.01,7.4,5,1000.7,WH-North,North,Standard Delivery,Delivered,3.0
ORD-2024-1808,2024-01-25,2024-01-27,Corporate,Industrial Machinery,2,2478.7,114.93,1.3,2,628.9,WH-Central,South,Express Air,Delivered,4.0
ORD-2024-1852,2024-04-24,2024-04-28,Consumer,Electronics,1,229.82,117.07,9.0,7,1733.8,WH-Central,Central,Ground Freight,Delayed,1.0
ORD-2024-2143,2024-06-25,2024-06-28,Corporate,Electronics,1,296.46,89.31,9.8,7,1165.8,WH-North,East,Ground Freight,Delivered,4.0
ORD-2024-2142,2024-04-05,2024-04-06,Corporate,Office Supplies,3,129.3,37.6,5.0,5,429.9,WH-East,East,Standard Delivery,Delivered,4.0
ORD-2024-1665,2024-05-05,2024-05-07,Consumer,Apparel,2,151.01,71.37,7.5,7,789.2,WH-East,East,Ground Freight,Delivered,5.0
ORD-2024-2209,2024-01-28,2024-01-30,Small Business,Office Supplies,1,32.18,35.9,4.6,5,387.6,WH-West,Central,Standard Delivery,Delivered,5.0
ORD-2024-1442,2024-03-29,2024-04-02,Consumer,Office Supplies,10,345.27,66.49,7.8,5,802.6,WH-East,South,Standard Delivery,Delivered,3.0
ORD-2024-2183,2024-04-26,2024-04-29,Small Business,Electronics,1,282.69,111.84,1.9,1,532.4,WH-South,North,Same-Day Courier,Delivered,3.0
ORD-2024-1764,2024-04-07,2024-04-08,Consumer,Office Supplies,1,35.99,70.76,9.8,7,952.1,WH-East,West,Ground Freight,Delivered,4.0
ORD-2024-2190,2024-04-22,2024-04-23,Consumer,Industrial Machinery,3,3337.31,,2.0,2,411.9,WH-South,West,Express Air,Delivered,3.0
ORD-2024-1812,2024-02-12,2024-02-13,Consumer,Apparel,3,217.38,115.45,6.7,7,1592.4,WH-Central,West,Ground Freight,Delivered,
ORD-2024-1894,2024-06-08,2024-06-12,Corporate,Office Supplies,3,106.62,32.43,4.4,5,195.6,WH-West,Central,Standard Delivery,Delivered,5.0
ORD-2024-2102,2024-03-04,2024-03-05,Home Office,Industrial Machinery,3,4424.62,63.45,4.7,5,1116.5,WH-West,North,Standard Delivery,Delivered,
ORD-2024-1273,2024-06-09,2024-06-13,Small Business,Electronics,2,622.6,70.79,7.3,7,643.4,WH-West,East,Ground Freight,Delivered,4.0
ORD-2024-1464,2024-05-03,2024-05-07,Small Business,Electronics,1,273.37,61.81,4.6,5,955.6,WH-East,Central,Standard Delivery,Delivered,4.0
ORD-2024-1362,2024-03-28,2024-04-01,Corporate,Office Supplies,2,80.87,198.14,2.0,2,1591.6,WH-North,Central,Express Air,Delivered,5.0
ORD-2024-1237,2024-06-19,2024-06-20,Consumer,Industrial Machinery,3,3935.48,99.44,2.5,2,352.9,WH-East,East,Express Air,Delivered,5.0
ORD-2024-2167,2024-06-20,2024-06-24,Corporate,Electronics,5,1342.74,208.44,2.3,1,837.6,WH-South,North,Same-Day Courier,Delivered,5.0
ORD-2024-1514,2024-03-19,2024-03-23,Consumer,Electronics,4,907.11,28.69,5.6,5,163.6,WH-East,East,Standard Delivery,Delivered,3.0
ORD-2024-1002,2024-04-28,2024-04-29,Corporate,Electronics,4,1122.47,128.91,8.7,7,1684.3,WH-South,East,Ground Freight,Delayed,2.0
ORD-2024-1006,2024-04-13,2024-04-17,Consumer,Electronics,3,871.49,48.88,7.3,7,267.5,WH-North,Central,Ground Freight,Delivered,5.0
ORD-2024-1370,2024-05-20,2024-05-24,Consumer,Office Supplies,1,42.69,35.68,4.2,5,437.3,WH-South,Central,Standard Delivery,Delivered,5.0
ORD-2024-1311,2024-05-02,2024-05-03,Consumer,Electronics,1,263.4,135.83,4.5,2,985.0,WH-North,East,Express Air,Delivered,3.0
ORD-2024-2094,2024-01-23,2024-01-25,Consumer,Healthcare Supplies,1,110.37,45.99,,5,634.1,WH-North,East,Standard Delivery,Delivered,5.0
ORD-2024-1914,2024-02-14,2024-02-15,Corporate,Office Supplies,8,238.28,232.21,4.7,2,1426.3,WH-West,West,Express Air,Delivered,5.0
ORD-2024-2160,2024-01-14,2024-01-15,Home Office,Industrial Machinery,3,4207.03,47.45,5.7,5,540.9,WH-Central,East,Standard Delivery,Delivered,5.0
ORD-2024-1682,2024-04-16,2024-04-18,Consumer,Industrial Machinery,25,34579.13,309.36,2.8,1,639.8,WH-East,South,Same-Day Courier,Delivered,5.0
ORD-2024-1969,2024-03-13,2024-03-14,Corporate,Electronics,8,2232.16,78.21,7.4,7,706.9,WH-Central,North,Ground Freight,Delivered,4.0
ORD-2024-1215,2024-06-14,2024-06-15,Consumer,Electronics,5,1100.81,157.04,2.9,2,947.5,WH-West,South,Express Air,Delayed,1.0
ORD-2024-1964,2024-05-18,2024-05-19,Consumer,Apparel,4,275.23,44.42,5.0,5,632.2,WH-East,North,Standard Delivery,Delivered,5.0
ORD-2024-1027,2024-01-02,2024-01-05,Corporate,Healthcare Supplies,1,94.43,62.17,5.5,5,964.2,WH-East,Central,Standard Delivery,Delivered,3.0
ORD-2024-2229,2024-02-27,2024-03-01,Consumer,Apparel,2,121.03,45.64,,5,536.0,WH-North,East,Standard Delivery,Delivered,3.0
ORD-2024-1970,2024-03-17,2024-03-18,Corporate,Apparel,5,368.9,86.92,9.4,7,771.6,WH-South,North,Ground Freight,Delivered,5.0
ORD-2024-2093,2024-05-09,2024-05-10,Corporate,Office Supplies,8,250.35,-18.5,5.0,2,1327.2,WH-North,East,Express Air,Delayed,3.0
ORD-2024-2029,2024-06-20,2024-06-23,Home Office,Electronics,10,2925.69,90.62,5.4,5,1191.1,WH-North,South,Standard Delivery,Delivered,3.0
ORD-2024-1545,2024-02-12,2024-02-14,Consumer,Electronics,15,3196.63,71.81,7.7,5,680.6,WH-South,West,Standard Delivery,Delivered,4.0
ORD-2024-1128,2024-05-14,2024-05-16,Consumer,Office Supplies,8,288.16,101.65,7.6,5,1485.4,WH-East,East,Standard Delivery,Delayed,2.0
ORD-2024-1826,2024-05-20,2024-05-23,Consumer,Electronics,2,587.29,,2.4,2,621.8,WH-South,West,Express Air,Delivered,3.0
ORD-2024-1916,2024-06-11,2024-06-15,Consumer,Industrial Machinery,2,2800.56,98.88,3.5,1,247.4,WH-North,South,Same-Day Courier,Delayed,1.0
ORD-2024-1354,2024-01-11,2024-01-15,Consumer,Electronics,3,876.75,121.9,3.2,2,788.6,WH-South,North,Express Air,Delivered,3.0
ORD-2024-2116,2024-06-09,2024-06-10,Consumer,Electronics,5,1486.02,153.28,4.3,2,720.3,WH-South,East,Express Air,Delivered,4.0
ORD-2024-2222,2024-04-28,2024-05-02,Consumer,Healthcare Supplies,4,385.69,48.62,5.3,5,535.4,WH-East,Central,Standard Delivery,Delivered,5.0
ORD-2024-1256,2024-01-23,2024-01-25,Small Business,Industrial Machinery,3,3079.67,40.28,3.5,5,441.6,WH-South,East,Standard Delivery,Delivered,4.0
ORD-2024-1291,2024-02-13,2024-02-14,Consumer,Electronics,1,235.84,59.24,6.1,5,966.6,WH-South,Central,Standard Delivery,Delayed,3.0
ORD-2024-1025,2024-06-16,2024-06-18,Home Office,Electronics,2,599.18,,3.9,2,498.7,WH-Central,South,Express Air,Delayed,2.0
ORD-2024-1336,2024-04-19,2024-04-22,Home Office,Industrial Machinery,1,1390.47,62.1,3.8,5,1050.1,WH-North,Central,Standard Delivery,Delivered,4.0
ORD-2024-2167,2024-06-20,2024-06-24,Corporate,Electronics,5,1342.74,208.44,2.3,1,837.6,WH-South,North,Same-Day Courier,Delivered,5.0
ORD-2024-1047,2024-02-11,2024-02-13,Corporate,Electronics,2,479.49,162.59,1.9,2,1016.8,WH-North,South,Express Air,Delivered,5.0
ORD-2024-1318,2024-01-19,2024-01-22,Consumer,Industrial Machinery,1,1068.76,65.35,4.8,5,1011.6,WH-West,North,Standard Delivery,Delivered,5.0
ORD-2024-1106,2024-06-25,2024-06-28,Consumer,Healthcare Supplies,3,337.1,74.82,7.1,5,1246.6,WH-South,North,Standard Delivery,Delivered,5.0
ORD-2024-1949,2024-06-28,2024-06-29,Corporate,Office Supplies,2,73.97,80.7,8.3,7,1064.8,WH-Central,North,Ground Freight,Delivered,4.0
ORD-2024-1055,2024-01-25,2024-01-27,Small Business,Apparel,1,77.26,135.45,3.2,2,793.6,WH-Central,Central,Express Air,Delayed,2.0
ORD-2024-1861,2024-04-12,2024-04-14,Corporate,Electronics,3,823.67,188.12,3.7,2,1363.7,WH-North,South,,Delivered,4.0
ORD-2024-1213,2024-04-29,2024-05-01,Consumer,Industrial Machinery,1,1413.63,72.02,7.4,7,745.5,WH-East,South,Ground Freight,Delivered,4.0
ORD-2024-1120,2024-02-04,2024-02-05,Home Office,Healthcare Supplies,15,1666.64,63.13,5.4,5,384.5,WH-South,West,Standard Delivery,Delivered,3.0
ORD-2024-1631,2024-01-26,2024-01-29,Home Office,Apparel,1,72.24,217.5,3.6,2,1528.0,WH-North,West,Express Air,Delivered,4.0
ORD-2024-1532,2024-02-02,2024-02-03,Small Business,Office Supplies,2,84.32,145.42,2.1,2,921.2,WH-North,West,Express Air,Delivered,3.0
ORD-2024-1585,2024-03-28,2024-03-29,Consumer,Industrial Machinery,4,4486.13,27.48,4.0,5,115.3,WH-North,West,Standard Delivery,Delivered,4.0
ORD-2024-1072,2024-04-01,2024-04-04,Consumer,Apparel,10,653.16,71.11,5.6,5,855.7,WH-West,South,Standard Delivery,Delayed,2.0
ORD-2024-1410,2024-04-01,2024-04-04,Consumer,Industrial Machinery,1,1314.95,85.9,2.2,2,418.5,WH-East,North,Express Air,Delivered,5.0
ORD-2024-1767,2024-03-24,2024-03-26,Home Office,Apparel,4,299.88,68.84,7.5,5,1040.6,WH-Central,East,Standard Delivery,Delivered,3.0
ORD-2024-1842,2024-05-27,2024-05-29,Consumer,Electronics,4,1045.18,36.2,4.8,5,379.7,WH-East,East,Standard Delivery,Delivered,4.0
ORD-2024-1567,2024-04-13,2024-04-15,Consumer,Apparel,1,58.8,129.49,3.9,2,807.3,WH-North,Central,Express Air,Delivered,3.0
ORD-2024-1432,2024-03-26,2024-03-29,Corporate,Industrial Machinery,4,5774.2,179.4,4.2,2,1392.5,WH-West,North,Express Air,Delivered,4.0
ORD-2024-1560,2024-05-22,2024-05-24,Corporate,Industrial Machinery,1,1102.66,44.98,5.3,5,765.5,WH-South,South,Standard Delivery,Delivered,3.0
ORD-2024-2013,2024-02-18,2024-02-19,Consumer,Office Supplies,1,31.38,99.77,1.0,2,625.5,WH-North,West,,Delivered,5.0
ORD-2024-1884,2024-01-13,2024-01-17,Home Office,Apparel,3,208.08,56.88,5.1,5,825.5,WH-North,North,Standard Delivery,Delivered,5.0
ORD-2024-1620,2024-06-19,2024-06-21,Consumer,Apparel,4,226.67,49.73,43.367361371815264,5,567.1,WH-North,South,Standard Delivery,Delivered,5.0
ORD-2024-1630,2024-06-08,2024-06-11,Corporate,Industrial Machinery,2,2224.21,48.91,6.5,7,481.8,WH-North,West,Ground Freight,Delivered,4.0
ORD-2024-1526,2024-06-18,2024-06-21,Consumer,Industrial Machinery,1,1240.21,141.98,3.7,2,1005.5,WH-South,Central,Express Air,Delivered,4.0
ORD-2024-2075,2024-03-23,2024-03-26,Consumer,Healthcare Supplies,1,124.68,61.72,,5,1053.4,WH-North,South,Standard Delivery,Delivered,
ORD-2024-1325,2024-01-16,2024-01-20,Corporate,Electronics,2,522.1,100.97,2.0,2,539.4,WH-East,West,Express Air,Delivered,4.0
ORD-2024-2137,2024-05-05,2024-05-09,Corporate,Industrial Machinery,1,1233.19,199.36,2.1,1,944.1,WH-West,North,Same-Day Courier,Delayed,2.0
ORD-2024-1394,2024-03-01,2024-03-03,Consumer,Electronics,1,238.14,172.22,5.2,2,1168.3,WH-Central,North,Express Air,Delayed,1.0
ORD-2024-1316,2024-04-13,2024-04-14,Consumer,Industrial Machinery,1,1255.75,34.87,5.3,5,502.2,WH-North,East,Standard Delivery,Delivered,5.0
ORD-2024-1693,2024-02-27,2024-03-02,Consumer,Apparel,3,198.96,84.91,1.4,2,321.9,WH-South,South,Express Air,Delivered,4.0
ORD-2024-1936,2024-03-26,2024-03-29,Consumer,Apparel,5,395.7,168.11,1.6,2,1104.8,WH-North,North,,Delivered,4.0
ORD-2024-1465,2024-05-29,2024-06-02,Consumer,Healthcare Supplies,1,100.22,159.28,2.4,2,1293.1,WH-West,West,Express Air,Delivered,4.0
ORD-2024-1599,2024-01-24,2024-01-28,Consumer,Industrial Machinery,15,21348.56,200.25,3.7,2,759.1,WH-East,South,Express Air,Delayed,3.0
ORD-2024-1743,2024-05-06,2024-05-07,Corporate,Electronics,1,311.69,172.75,2.5,1,794.2,WH-West,West,,Delivered,4.0
ORD-2024-2089,2024-05-01,2024-05-03,Consumer,Office Supplies,10,300.95,92.6,5.8,5,1117.5,WH-South,North,Standard Delivery,Delivered,4.0
ORD-2024-1572,2024-06-14,2024-06-18,Consumer,Industrial Machinery,4,4641.28,88.8,10.8,7,1062.4,WH-West,South,,Delayed,1.0
ORD-2024-1614,2024-03-21,2024-03-24,Home Office,Healthcare Supplies,1,128.39,57.6,6.8,5,860.9,WH-North,North,Standard Delivery,Delivered,3.0
ORD-2024-1060,2024-01-22,2024-01-26,Consumer,Electronics,1,309.28,271.23,,1,1636.7,WH-West,West,Same-Day Courier,Delivered,5.0
ORD-2024-1433,2024-06-01,2024-06-05,Consumer,Apparel,1,80.12,46.82,4.8,5,,WH-South,East,Standard Delivery,Delivered,3.0
ORD-2024-1811,2024-02-03,2024-02-05,Home Office,Office Supplies,1,32.1,150.35,3.0,1,802.0,WH-South,West,Same-Day Courier,Delivered,5.0
ORD-2024-1092,2024-04-30,2024-05-04,Home Office,Apparel,3,240.63,82.82,8.9,7,805.0,WH-East,East,Ground Freight,Delayed,1.0
ORD-2024-1971,2024-02-17,2024-02-20,Small Business,Office Supplies,2,84.2,42.83,7.3,5,681.6,WH-North,West,Standard Delivery,Delayed,3.0
ORD-2024-2158,2024-02-02,2024-02-06,Home Office,Healthcare Supplies,0,518.47,49.48,7.1,5,496.6,WH-West,East,Standard Delivery,Delivered,4.0
ORD-2024-1351,2024-03-11,2024-03-14,Home Office,Office Supplies,1,40.65,138.5,1.0,1,610.3,WH-South,North,Same-Day Courier,Delivered,
ORD-2024-1194,2024-03-31,2024-04-01,Consumer,Apparel,2,142.56,38.48,4.9,5,569.5,WH-North,Central,Standard Delivery,Delivered,4.0
ORD-2024-1280,2024-04-22,2024-04-25,Home Office,Office Supplies,2,67.28,194.39,1.4,1,1183.3,WH-West,North,Same-Day Courier,Delivered,4.0
ORD-2024-2097,2024-01-09,2024-01-10,Consumer,Office Supplies,1,41.9,70.05,7.3,7,807.2,WH-North,East,Ground Freight,Delivered,3.0
ORD-2024-1888,2024-06-04,2024-06-07,Consumer,Electronics,2,515.98,52.9,,7,445.6,WH-West,North,Ground Freight,Delivered,4.0
ORD-2024-1359,2024-01-23,2024-01-24,Corporate,Office Supplies,5,206.39,46.2,7.1,5,413.5,WH-East,North,Standard Delivery,Delivered,4.0
ORD-2024-2232,2024-01-10,2024-01-11,Consumer,Healthcare Supplies,4,481.97,219.57,46.625904547689686,2,1533.9,WH-East,South,Express Air,Delayed,2.0
ORD-2024-1615,2024-02-23,2024-02-25,Small Business,Healthcare Supplies,5,562.68,75.52,6.9,7,681.5,WH-East,Central,Ground Freight,Delivered,4.0
ORD-2024-1941,2024-05-28,2024-05-29,Corporate,Healthcare Supplies,1,118.65,45.84,5.7,5,814.6,WH-South,East,  standard delivery  ,Delivered,3.0
ORD-2024-1591,2024-03-22,2024-03-25,Corporate,Office Supplies,10,326.49,141.32,3.3,2,643.7,WH-North,Central,Express Air,Delivered,4.0
ORD-2024-1458,2024-05-10,2024-05-13,Consumer,Industrial Machinery,2,2179.48,125.1,1.2,1,382.2,WH-North,South,Same-Day Courier,Delivered,
ORD-2024-1558,2024-02-19,2024-02-20,Home Office,Electronics,1,254.99,50.59,4.4,5,671.3,WH-West,North,Standard Delivery,Delivered,5.0
ORD-2024-1182,2024-03-11,2024-03-12,Small Business,Office Supplies,5,152.37,53.91,7.5,5,818.4,WH-East,North,Standard Delivery,Delivered,3.0
ORD-2024-1110,2024-02-08,2024-02-10,Consumer,Healthcare Supplies,2,271.47,142.53,3.0,1,711.3,WH-West,West,Same-Day Courier,Delivered,5.0
ORD-2024-2031,2024-06-05,2024-06-08,Corporate,Office Supplies,15,617.92,76.93,5.3,5,727.0,WH-North,West,Standard Delivery,Delivered,4.0
ORD-2024-2171,2024-05-22,2024-05-25,Small Business,Electronics,2,597.48,128.76,4.5,2,795.0,WH-West,North,Express Air,Delivered,4.0
ORD-2024-1204,2024-05-04,2024-05-07,Corporate,Electronics,1,242.68,164.44,5.3,1,714.7,WH-North,West,Same-Day Courier,Returned,2.0
ORD-2024-1597,2024-01-14,2024-01-18,Consumer,Electronics,1,266.71,122.86,1.6,2,733.9,WH-East,North,Express Air,Delivered,5.0
ORD-2024-1911,2024-01-14,2024-01-18,Consumer,Industrial Machinery,2,2608.79,164.0,1.1,1,,WH-East,North,Same-Day Courier,Delivered,5.0
ORD-2024-1887,2024-03-13,2024-03-16,Consumer,Apparel,1,80.83,184.18,2.5,1,892.4,WH-East,East,Same-Day Courier,Delivered,
ORD-2024-2125,2024-04-17,2024-04-20,Corporate,Electronics,8,1702.81,70.78,8.2,7,585.7,WH-East,South,Ground Freight,Delivered,4.0
ORD-2024-1909,2024-06-23,2024-06-27,Consumer,Apparel,2,141.53,50.48,5.3,5,875.8,WH-West,North,Standard Delivery,Delivered,5.0
